book_id,title,author,genre,publication_year,total_copies,available_copies,isbn,publisher,book_category,language,shelf_location,created_at,updated_at
332,Chronicles of Mind,Amina Adeyemi,Self-Help,2011,5,4,708-1893493063,Hachette,Non-Fiction,French,A1-15,2021-04-01,2021-04-11
333,Secrets of Future,David Johnson,Science Fiction,2017,15,6,608-2640584150,Macmillan,Fiction,Swahili,E5-5,2018-10-08,2019-01-09
334,Chronicles of Innovation,Linda Mensah,Self-Help,2012,19,15,104-4585813630,Pearson,Non-Fiction,French,B2-17,2023-11-12,2024-04-22
335,Journey to Innovation,Sophia Bello,Romance,2001,50,10,209-4143224755,Hachette,Fiction,Arabic,H8-4,2024-08-27,2025-02-19
336,Beyond Destiny,James Williams,Mystery,2018,48,7,271-8393223543,Penguin Random House,Fiction,Arabic,H8-19,2021-04-14,2021-08-12
337,Inside Knowledge,Michael Bello,Science Fiction,2014,37,25,770-2881120655,Oxford Press,Fiction,Swahili,F6-19,2016-05-02,2016-11-19
338,Rise of Knowledge,Linda Williams,Thriller,2016,6,5,226-2693275043,Oxford Press,Fiction,Arabic,F6-10,2023-11-27,2024-08-31
339,Secrets of Empire,Michael Okafor,Romance,2011,25,22,284-6359229124,Penguin Random House,Fiction,Arabic,D4-8,2016-11-17,2016-12-05
340,Inside Empire,Daniel Bello,Self-Help,1998,12,8,265-7314677246,Scholastic,Non-Fiction,French,E5-20,2015-09-03,2015-12-05
341,Legacy of Innovation,James Martins,Thriller,2014,39,33,599-4846868150,Pearson,Fiction,English,E5-16,2024-10-03,2024-10-17
342,Beyond Mind,John Williams,Technology,2006,21,10,910-9414376134,Cambridge Press,Non-Fiction,French,D4-12,2016-12-01,2017-11-06
343,Return of Shadow,James Martins,Technology,1995,40,14,499-4424644488,Macmillan,Non-Fiction,Swahili,D4-5,2017-03-14,2018-02-08
344,Rise of Mind,John Adeyemi,History,2015,48,37,837-4773880391,HarperCollins,Non-Fiction,English,E5-11,2016-05-09,2016-10-11
345,Secrets of Shadow,Daniel Williams,Technology,2014,15,9,277-7232189438,Pearson,Non-Fiction,Swahili,D4-8,2022-02-11,2022-08-05
346,Fall of Shadow,Linda Mensah,Self-Help,2006,11,11,801-7392380099,Penguin Random House,Non-Fiction,Arabic,F6-14,2016-05-22,2017-02-11
347,Beyond Stars,Daniel Johnson,Science Fiction,2018,43,13,525-1974909070,Hachette,Fiction,Arabic,G7-5,2016-12-17,2017-03-23
348,Journey to Innovation,Daniel Brown,Science Fiction,2006,27,11,397-1726099780,Hachette,Fiction,French,D4-16,2024-03-15,2024-03-18
349,Secrets of Knowledge,Sophia Williams,Business,1998,50,10,917-5616966372,Hachette,Non-Fiction,Arabic,G7-12,2018-02-16,2018-08-26
350,Rise of Destiny,James Mensah,Science Fiction,2023,38,14,978-2715232994,Pearson,Fiction,French,A1-13,2022-04-05,2022-12-09
351,Return of Future,Amina Bello,Technology,2012,40,4,209-6694935106,HarperCollins,Non-Fiction,Arabic,C3-3,2015-05-02,2015-11-22
352,Chronicles of Knowledge,James Garcia,Mystery,2015,44,34,466-4652121199,Macmillan,Fiction,Arabic,B2-12,2020-01-21,2020-08-22
353,The Destiny,Linda Garcia,History,2021,50,13,508-5937327925,HarperCollins,Non-Fiction,Arabic,H8-15,2016-12-14,2017-08-08
354,Rise of Stars,David Bello,Science Fiction,2004,12,8,459-8451075990,Penguin Random House,Fiction,Arabic,E5-7,2019-03-28,2019-04-18
355,Inside Destiny,Linda Garcia,Fantasy,2012,30,19,800-3961691857,Scholastic,Fiction,French,H8-6,2021-02-20,2021-10-31
356,Inside Power,Grace Williams,Business,2009,17,6,286-7490148613,Penguin Random House,Non-Fiction,French,C3-14,2022-11-23,2023-09-26
357,Secrets of Dreams,James Johnson,Thriller,1997,11,8,670-9342653828,Hachette,Fiction,Swahili,C3-8,2020-02-05,2020-03-11
358,Journey to Mind,Amina Mensah,Fantasy,2014,9,4,126-7652209235,Scholastic,Fiction,Swahili,D4-4,2021-12-18,2022-01-20
359,Chronicles of Mind,Linda Brown,Technology,1999,11,7,318-4564674107,Scholastic,Non-Fiction,French,G7-14,2021-08-02,2022-05-18
360,Fall of Stars,Fatima Williams,Self-Help,2005,24,10,873-9024834115,Scholastic,Non-Fiction,French,D4-10,2022-11-11,2022-12-11
361,Beyond Stars,Michael Garcia,History,1996,16,16,397-1261018188,Cambridge Press,Non-Fiction,Arabic,H8-11,2020-03-24,2020-07-01
362,Fall of Power,Sophia Smith,Science Fiction,2009,21,12,157-7819764468,Pearson,Fiction,French,E5-10,2015-08-24,2016-01-13
363,Legacy of Stars,Fatima Okafor,Self-Help,2005,28,24,484-1510730760,Pearson,Non-Fiction,Arabic,D4-12,2018-08-09,2019-07-06
364,Beyond Future,Sophia Brown,Science Fiction,2013,50,40,395-1766963874,Scholastic,Fiction,French,E5-2,2024-06-15,2024-12-05
365,Beyond Destiny,Daniel Johnson,Romance,2011,38,28,692-3433914932,Macmillan,Fiction,French,C3-3,2019-09-04,2020-07-04
366,Chronicles of Innovation,Linda Johnson,Technology,2004,41,40,238-9859751019,HarperCollins,Non-Fiction,French,C3-18,2019-04-28,2019-06-27
367,Inside Stars,Sophia Adeyemi,Romance,1999,14,7,503-6596286281,HarperCollins,Fiction,Swahili,C3-7,2020-05-09,2020-12-11
368,Secrets of Knowledge,James Smith,Biography,2004,32,20,482-6518416342,Hachette,Non-Fiction,English,A1-14,2017-07-05,2017-10-07
369,Secrets of Empire,Linda Okafor,Fantasy,2006,50,39,596-2617933059,Pearson,Fiction,Arabic,F6-1,2022-01-01,2022-05-02
370,Return of Empire,Amina Smith,Business,2023,39,19,281-1008032184,Hachette,Non-Fiction,Swahili,A1-12,2019-07-06,2019-10-19
371,Legacy of Destiny,Grace Garcia,Business,2010,26,14,412-8885870928,Oxford Press,Non-Fiction,Swahili,C3-13,2021-06-16,2021-08-09
372,Secrets of Dreams,Linda Johnson,Thriller,2001,7,5,776-6133754702,Cambridge Press,Fiction,Swahili,B2-20,2020-07-24,2020-09-07
373,Beyond Future,Linda Bello,History,2005,15,4,513-3317237700,Hachette,Non-Fiction,French,E5-9,2020-03-26,2020-05-03
374,Beyond Power,James Johnson,Biography,2013,16,8,173-8915676293,Oxford Press,Non-Fiction,French,F6-9,2018-06-23,2019-01-28
375,Return of Mind,Michael Okafor,Business,2008,29,18,993-6608361181,Oxford Press,Non-Fiction,Swahili,D4-17,2017-05-28,2017-09-07
376,Inside Mind,David Johnson,History,2022,13,11,993-2837669013,Hachette,Non-Fiction,French,D4-17,2018-10-16,2019-01-12
377,Inside Stars,Sophia Bello,Romance,2014,50,43,863-5937397860,Hachette,Fiction,English,H8-7,2016-06-05,2016-12-26
378,Rise of Future,Linda Smith,Fantasy,2014,34,6,576-7964635710,Cambridge Press,Fiction,Swahili,G7-10,2023-11-19,2024-06-07
379,Return of Destiny,Amina Garcia,Biography,2008,6,4,598-6192235150,Penguin Random House,Non-Fiction,French,F6-11,2019-11-16,2020-06-02
380,Beyond Power,Daniel Adeyemi,Technology,2014,34,26,556-4979654370,Pearson,Non-Fiction,French,F6-6,2020-06-11,2020-10-13
381,Inside Power,Amina Garcia,History,1999,39,38,553-8931737372,HarperCollins,Non-Fiction,Arabic,B2-2,2016-10-15,2016-12-06
382,Journey to Dreams,Daniel Garcia,Fantasy,2022,15,11,504-7470752826,Penguin Random House,Fiction,French,H8-17,2024-08-15,2025-01-19
383,Secrets of Innovation,Sophia Smith,Thriller,2013,49,30,868-8373586436,Hachette,Fiction,Swahili,H8-1,2021-06-23,2021-07-24
384,Legacy of Innovation,Michael Garcia,Business,2018,48,31,155-2206289550,Oxford Press,Non-Fiction,French,H8-10,2015-01-18,2015-08-15
385,The Knowledge,Grace Mensah,Biography,1998,7,6,205-1084534776,HarperCollins,Non-Fiction,French,D4-13,2015-07-16,2015-11-11
386,Inside Destiny,Fatima Okafor,Self-Help,2023,40,30,896-3043382654,HarperCollins,Non-Fiction,English,H8-6,2023-07-21,2023-07-25
387,Fall of Shadow,James Johnson,Biography,2003,23,10,251-1839021848,Scholastic,Non-Fiction,English,B2-9,2020-11-28,2020-12-20
388,Journey to Destiny,Sophia Brown,Self-Help,1995,13,6,739-7676481665,Hachette,Non-Fiction,French,G7-7,2021-07-06,2021-09-11
389,Legacy of Shadow,Sophia Williams,Science Fiction,2009,26,14,176-5042217750,Oxford Press,Fiction,French,G7-18,2022-06-30,2023-05-30
390,Return of Dreams,Fatima Adeyemi,Science Fiction,2011,37,14,686-5594109514,HarperCollins,Fiction,French,A1-15,2021-11-14,2022-08-05
391,The Empire,Daniel Adeyemi,Business,1996,31,6,435-9636322212,Scholastic,Non-Fiction,English,G7-1,2017-08-16,2018-05-23
392,Return of Innovation,Grace Johnson,Business,2021,17,13,827-8902805132,Scholastic,Non-Fiction,Swahili,A1-13,2021-02-13,2021-10-20
393,Legacy of Innovation,Amina Mensah,Biography,2016,19,17,696-9726499286,Oxford Press,Non-Fiction,English,A1-7,2016-02-24,2016-08-06
394,Return of Empire,Daniel Smith,Fantasy,2014,28,15,547-9471023477,Cambridge Press,Fiction,French,D4-2,2022-11-04,2023-06-03
395,Chronicles of Future,James Brown,Fantasy,2011,34,10,515-9468204075,Cambridge Press,Fiction,French,C3-5,2018-07-31,2018-08-29
396,Beyond Future,Daniel Williams,Romance,2001,21,11,570-5375333992,Cambridge Press,Fiction,Arabic,D4-9,2020-07-09,2021-02-18
397,Secrets of Empire,John Smith,Self-Help,1998,22,13,900-1415531948,Pearson,Non-Fiction,English,B2-8,2019-07-21,2020-05-27
398,Inside Dreams,David Johnson,Business,2006,5,4,315-7808222132,Penguin Random House,Non-Fiction,Swahili,C3-5,2015-03-04,2015-08-15
399,Fall of Stars,Daniel Garcia,Fantasy,1997,48,9,603-1232622887,Scholastic,Fiction,French,C3-6,2023-03-06,2023-05-04
400,Beyond Knowledge,James Johnson,History,2024,39,28,961-7052442998,Hachette,Non-Fiction,French,D4-17,2018-02-02,2019-01-16
401,Rise of Knowledge,James Brown,Thriller,2000,26,9,842-3239810120,Penguin Random House,Fiction,Swahili,B2-17,2015-04-29,2015-12-24
402,Journey to Shadow,Sophia Bello,Romance,2020,5,5,508-4723906043,Hachette,Fiction,English,H8-3,2016-12-30,2017-02-02
403,Journey to Future,Fatima Mensah,Romance,2009,41,18,575-6141583073,Hachette,Fiction,English,D4-17,2015-07-29,2016-02-26
404,Inside Stars,Sophia Garcia,Mystery,2001,14,11,554-5385338863,Macmillan,Fiction,French,H8-5,2018-09-23,2019-05-16
405,Journey to Dreams,Amina Johnson,Romance,2019,25,14,999-3480784287,Oxford Press,Fiction,French,G7-13,2015-09-04,2015-12-06
406,Journey to Knowledge,Linda Smith,Business,2013,11,10,994-2978636018,Macmillan,Non-Fiction,French,B2-7,2020-07-09,2020-08-03
407,The Mind,John Okafor,Technology,2000,47,35,591-5530384679,Hachette,Non-Fiction,English,F6-17,2020-10-20,2021-08-11
408,Secrets of Knowledge,Linda Mensah,Science Fiction,2005,18,14,947-6564199733,Scholastic,Fiction,Arabic,C3-13,2017-07-23,2017-12-15
409,Inside Empire,Amina Adeyemi,Science Fiction,2011,29,11,181-9909618376,Macmillan,Fiction,Arabic,A1-5,2022-05-11,2023-01-22
410,The Power,James Adeyemi,Science Fiction,2022,37,18,296-9706729341,Cambridge Press,Fiction,Arabic,C3-14,2016-10-14,2017-05-15
411,Legacy of Destiny,Daniel Garcia,Business,2002,6,5,946-9196925411,Penguin Random House,Non-Fiction,Arabic,D4-17,2021-07-06,2022-02-17
412,Journey to Stars,Daniel Okafor,Biography,2021,28,10,167-9531247994,Hachette,Non-Fiction,Swahili,B2-4,2024-11-14,2025-08-15
413,Rise of Knowledge,James Johnson,Fantasy,1997,35,28,807-4986568163,Oxford Press,Fiction,French,F6-18,2024-08-04,2025-05-23
414,Rise of Empire,John Garcia,Biography,2020,18,16,752-8698286298,Oxford Press,Non-Fiction,Arabic,G7-1,2020-03-25,2020-08-23
415,Inside Shadow,Linda Adeyemi,Romance,2020,38,17,395-9621631697,Pearson,Fiction,Arabic,B2-10,2017-01-08,2017-06-27
416,Return of Future,Grace Williams,Self-Help,1999,10,7,843-7937020599,Scholastic,Non-Fiction,Arabic,C3-15,2024-08-10,2025-07-16
417,Secrets of Power,David Smith,Self-Help,2016,17,15,273-5566280214,Cambridge Press,Non-Fiction,English,E5-11,2020-08-24,2021-08-08
418,Return of Power,Michael Bello,Self-Help,2002,34,11,775-5436009110,Pearson,Non-Fiction,English,A1-4,2017-10-03,2018-03-03
419,Beyond Innovation,Michael Garcia,Biography,2008,30,4,154-2855259517,Penguin Random House,Non-Fiction,Swahili,A1-19,2020-06-03,2020-09-07
420,Return of Dreams,Grace Brown,Business,2024,28,28,102-2465326589,Macmillan,Non-Fiction,French,D4-20,2023-03-03,2023-12-16
421,Legacy of Mind,James Bello,Business,2010,36,25,628-8277586706,Cambridge Press,Non-Fiction,Swahili,H8-6,2024-03-05,2024-05-01
422,Secrets of Destiny,Fatima Okafor,Science Fiction,2000,41,16,372-8474804800,HarperCollins,Fiction,French,H8-12,2016-01-26,2016-10-31
423,Secrets of Innovation,David Adeyemi,Biography,1998,44,34,479-8613899285,Scholastic,Non-Fiction,Arabic,B2-18,2019-08-10,2020-04-19
424,Return of Knowledge,Sophia Mensah,Technology,2022,14,6,846-9965368458,HarperCollins,Non-Fiction,Swahili,E5-6,2018-05-11,2018-06-07
425,Beyond Stars,Daniel Smith,Fantasy,2018,9,6,162-8808988330,Cambridge Press,Fiction,Arabic,E5-1,2020-02-20,2020-10-16
426,Legacy of Dreams,Linda Garcia,Romance,2019,8,5,890-3026431430,Macmillan,Fiction,English,E5-1,2020-08-06,2020-11-26
427,Return of Power,James Brown,Self-Help,2012,50,29,985-2928657561,Cambridge Press,Non-Fiction,French,A1-11,2022-05-16,2023-04-28
428,Return of Shadow,David Brown,Business,2023,40,26,137-7444437714,Penguin Random House,Non-Fiction,Arabic,C3-13,2015-09-17,2015-12-18
429,Return of Power,Linda Garcia,Thriller,2022,43,31,957-1677327431,Oxford Press,Fiction,Arabic,E5-6,2021-05-27,2021-11-15
430,Journey to Power,Michael Martins,Business,2001,40,18,596-7543871204,Scholastic,Non-Fiction,Swahili,D4-20,2022-04-21,2022-06-16
431,The Future,James Johnson,Biography,2003,42,40,729-5877400067,HarperCollins,Non-Fiction,English,B2-17,2019-05-22,2020-03-24
432,Return of Knowledge,David Johnson,Biography,2002,10,9,722-4327675506,Pearson,Non-Fiction,Arabic,E5-7,2015-06-29,2015-07-03
433,Chronicles of Dreams,Michael Martins,History,1998,6,5,528-5583374049,Pearson,Non-Fiction,Arabic,E5-3,2020-08-09,2021-03-26
434,Secrets of Power,David Johnson,Biography,2020,18,13,373-9076809874,Oxford Press,Non-Fiction,Swahili,E5-7,2015-10-29,2016-08-11
435,Beyond Empire,Amina Garcia,Thriller,2005,14,7,785-5011202436,HarperCollins,Fiction,Arabic,B2-18,2016-03-27,2016-07-07
436,Secrets of Dreams,James Bello,Thriller,1997,42,17,162-9756413479,HarperCollins,Fiction,Arabic,B2-15,2019-10-03,2020-03-11
437,Beyond Future,Linda Adeyemi,Fantasy,2005,26,15,340-1059272283,Oxford Press,Fiction,English,A1-8,2018-08-01,2019-07-23
438,Return of Knowledge,John Martins,Mystery,2002,41,6,230-9460622589,Penguin Random House,Fiction,English,F6-3,2024-12-31,2025-10-26
439,Legacy of Shadow,Sophia Bello,Romance,2010,12,7,290-6852900269,Penguin Random House,Fiction,English,B2-18,2022-04-14,2022-06-23
440,Journey to Destiny,John Bello,Thriller,2013,22,7,497-1167191473,Cambridge Press,Fiction,English,H8-4,2016-12-20,2017-05-05
441,The Destiny,John Martins,Fantasy,2006,41,23,414-4211467993,Scholastic,Fiction,Swahili,A1-13,2019-10-12,2020-01-06
442,Chronicles of Innovation,David Adeyemi,Fantasy,2006,11,8,216-6061754939,Scholastic,Fiction,English,E5-16,2024-05-25,2024-07-20
443,Rise of Dreams,John Williams,Mystery,2001,43,28,809-4237911450,Scholastic,Fiction,Swahili,C3-18,2019-05-10,2020-04-28
444,The Shadow,Daniel Mensah,Science Fiction,1999,41,6,942-1192764812,HarperCollins,Fiction,Swahili,H8-13,2016-03-26,2016-11-29
445,Return of Mind,Sophia Adeyemi,Biography,2014,38,22,362-1005565224,Oxford Press,Non-Fiction,Swahili,G7-17,2016-07-18,2016-10-12
446,Return of Power,Sophia Okafor,Technology,2010,7,4,600-3441226139,Cambridge Press,Non-Fiction,English,A1-9,2015-04-16,2015-06-06
447,Secrets of Mind,Michael Smith,Fantasy,1998,47,8,337-8727154159,Penguin Random House,Fiction,French,A1-5,2018-03-04,2019-02-23
448,The Stars,Amina Bello,Thriller,2011,29,13,491-8099581495,Pearson,Fiction,Swahili,G7-12,2024-09-21,2025-09-20
449,The Future,David Martins,Self-Help,1998,10,10,831-8258897875,Pearson,Non-Fiction,Arabic,G7-17,2021-10-30,2022-01-25
450,Secrets of Dreams,Sophia Brown,Romance,2019,40,18,912-1240572639,Hachette,Fiction,English,A1-3,2020-03-19,2020-07-30
451,Beyond Mind,Amina Bello,History,2020,8,6,410-5325407139,Oxford Press,Non-Fiction,English,C3-14,2017-02-13,2017-04-29
452,Fall of Shadow,James Smith,Technology,2011,39,14,544-4642227391,Pearson,Non-Fiction,Swahili,G7-17,2022-05-27,2022-08-24
453,Secrets of Future,Daniel Brown,Fantasy,2019,36,17,985-9432809375,Macmillan,Fiction,Swahili,E5-17,2018-10-07,2019-06-18
454,Journey to Destiny,David Williams,History,2000,11,5,342-8228002615,Macmillan,Non-Fiction,Arabic,A1-6,2018-04-23,2019-01-17
455,The Stars,John Williams,Fantasy,2003,33,9,256-3578495523,Pearson,Fiction,French,F6-9,2016-01-07,2016-04-20
456,Fall of Knowledge,David Okafor,Technology,2008,48,28,870-5531688663,Oxford Press,Non-Fiction,Swahili,G7-5,2020-09-12,2021-07-12
457,Chronicles of Destiny,John Okafor,Mystery,2005,24,6,229-4365176654,Macmillan,Fiction,French,D4-18,2016-03-04,2016-03-12
458,Fall of Destiny,John Smith,Thriller,1999,36,27,360-2598706670,Macmillan,Fiction,French,E5-15,2018-09-05,2019-05-31
459,Fall of Future,Grace Mensah,Romance,2013,16,12,878-8370207013,Hachette,Fiction,French,C3-12,2017-10-24,2018-02-22
460,Inside Mind,James Okafor,Biography,2001,32,18,134-8103790928,Pearson,Non-Fiction,English,E5-16,2022-08-14,2022-12-06
461,The Destiny,Amina Martins,History,2015,11,6,286-3412671174,Hachette,Non-Fiction,Arabic,C3-13,2015-11-26,2015-12-20
462,Fall of Future,Michael Adeyemi,History,2001,6,6,999-2387827551,HarperCollins,Non-Fiction,Arabic,D4-13,2023-07-03,2024-05-20
463,Fall of Destiny,Michael Williams,Romance,1999,40,18,253-3952762633,Hachette,Fiction,French,H8-15,2024-07-19,2025-02-03
464,Return of Knowledge,Amina Garcia,Mystery,2003,37,24,621-4064854982,HarperCollins,Fiction,Swahili,G7-7,2021-08-09,2021-10-25
465,Beyond Dreams,David Johnson,Business,2016,48,42,553-5682565630,Penguin Random House,Non-Fiction,Swahili,C3-10,2019-08-14,2020-06-04
466,Inside Destiny,John Okafor,Thriller,2020,28,20,466-9931092380,Macmillan,Fiction,French,A1-15,2018-11-16,2019-02-10
467,The Knowledge,Fatima Okafor,Biography,1997,22,11,771-3987021317,Macmillan,Non-Fiction,Swahili,G7-17,2023-06-29,2024-03-17
468,Chronicles of Dreams,James Mensah,Mystery,2009,7,7,816-6785130593,Macmillan,Fiction,English,B2-8,2016-11-02,2017-09-13
469,Fall of Future,Linda Garcia,History,2019,27,13,204-4218017351,Pearson,Non-Fiction,English,A1-15,2020-02-03,2020-12-21
470,Return of Innovation,David Johnson,Self-Help,2011,18,4,719-2088235560,HarperCollins,Non-Fiction,Arabic,B2-13,2020-09-20,2021-04-19
471,Fall of Shadow,David Williams,Thriller,2000,34,23,612-5904385929,Pearson,Fiction,English,G7-1,2016-11-05,2017-07-18
472,Return of Knowledge,Sophia Williams,Fantasy,1996,38,18,344-8058909979,HarperCollins,Fiction,Arabic,A1-13,2019-09-12,2020-05-01
473,Fall of Future,David Johnson,Romance,2015,45,22,849-7993223787,Penguin Random House,Fiction,Arabic,E5-20,2015-10-02,2015-11-17
474,Rise of Empire,David Martins,Technology,2020,24,19,690-3323353368,Hachette,Non-Fiction,English,G7-3,2015-10-28,2016-02-09
475,Legacy of Innovation,Sophia Williams,Romance,2000,42,37,121-6371229564,Hachette,Fiction,Swahili,A1-18,2015-05-19,2015-07-18
476,Return of Shadow,Linda Bello,Fantasy,1999,15,10,157-2119694484,Oxford Press,Fiction,Swahili,H8-3,2020-02-16,2020-09-18
477,Return of Future,Fatima Garcia,Science Fiction,2006,34,26,731-5076446506,Pearson,Fiction,Swahili,C3-12,2019-03-23,2019-11-20
478,Fall of Innovation,Sophia Johnson,Technology,2014,24,11,137-3729523539,Scholastic,Non-Fiction,Arabic,F6-15,2024-10-18,2025-08-13
479,The Knowledge,Sophia Brown,Self-Help,2020,21,9,969-8333078386,HarperCollins,Non-Fiction,Arabic,D4-5,2020-04-02,2021-03-12
480,Return of Innovation,Sophia Adeyemi,Mystery,2014,32,13,543-4175659967,Hachette,Fiction,English,A1-9,2015-02-03,2016-02-03
481,Fall of Empire,Sophia Martins,Self-Help,2000,32,8,570-9225708454,Oxford Press,Non-Fiction,English,E5-13,2022-11-13,2023-03-27
482,Fall of Empire,John Garcia,Romance,2022,36,22,617-9217413337,Cambridge Press,Fiction,Arabic,G7-5,2016-02-06,2016-03-13
483,Return of Mind,Michael Adeyemi,History,2010,37,15,624-2225118334,Scholastic,Non-Fiction,English,C3-8,2019-07-14,2019-11-15
484,Return of Future,Fatima Mensah,Fantasy,2004,36,7,476-8568519954,Cambridge Press,Fiction,English,E5-14,2018-01-20,2018-04-08
485,Legacy of Future,Linda Okafor,Thriller,2019,10,8,837-5428121098,Scholastic,Fiction,Arabic,G7-5,2019-07-11,2019-08-12
486,Secrets of Knowledge,Daniel Martins,History,2017,15,5,753-3238307314,Scholastic,Non-Fiction,Swahili,D4-10,2015-03-10,2015-04-06
487,Rise of Empire,Grace Mensah,Romance,2019,24,23,290-6512214918,HarperCollins,Fiction,Swahili,A1-19,2015-10-31,2016-07-04
488,Journey to Innovation,Michael Williams,History,2024,36,15,143-9550327959,Scholastic,Non-Fiction,Arabic,H8-9,2023-06-21,2023-08-20
489,Secrets of Stars,John Williams,Fantasy,1995,20,16,590-7722690624,Scholastic,Fiction,French,A1-5,2015-11-06,2016-05-01
490,Fall of Destiny,Amina Garcia,Fantasy,2011,27,17,756-6291254485,Pearson,Fiction,Swahili,H8-14,2023-09-21,2024-09-05
491,Legacy of Knowledge,James Johnson,Self-Help,2016,46,11,601-6653821623,HarperCollins,Non-Fiction,English,F6-3,2022-09-28,2022-12-11
492,The Empire,Daniel Bello,Thriller,2000,48,20,570-8527155730,Hachette,Fiction,Swahili,B2-3,2024-04-04,2024-09-17
493,Journey to Innovation,James Okafor,Fantasy,2015,8,7,537-2798863900,Oxford Press,Fiction,English,A1-20,2021-11-08,2022-07-10
494,Fall of Stars,Linda Okafor,Business,2009,49,48,747-2185058104,Oxford Press,Non-Fiction,English,D4-20,2022-10-06,2022-11-06
495,Rise of Mind,Sophia Adeyemi,History,2001,42,11,420-5522674028,Penguin Random House,Non-Fiction,Arabic,E5-20,2019-03-22,2019-05-31
496,Legacy of Dreams,James Bello,Self-Help,2016,42,7,550-7997314661,Oxford Press,Non-Fiction,French,C3-7,2021-10-15,2022-08-04
497,Chronicles of Dreams,Daniel Bello,Thriller,2004,44,36,320-5963378207,Cambridge Press,Fiction,Arabic,G7-18,2017-04-13,2017-08-24
498,Chronicles of Dreams,David Smith,Romance,2002,5,5,868-4947263118,Cambridge Press,Fiction,English,C3-16,2018-03-02,2018-05-08
499,Fall of Power,David Adeyemi,Business,1995,29,9,862-9403021676,Hachette,Non-Fiction,English,B2-8,2021-03-11,2021-09-21
500,Fall of Innovation,Amina Smith,Mystery,2002,33,22,483-2311224865,Hachette,Fiction,Swahili,A1-12,2023-08-04,2024-02-14